Client_Income,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Credit_Amount,Loan_Annuity,Client_Education,Workphone_Working,Client_Family_Members,Default,Age_Years,Employed_Years,Client_Income_Type_Commercial,Client_Income_Type_Govt Job,Client_Income_Type_Maternity leave,Client_Income_Type_Retired,Client_Income_Type_Service,Client_Income_Type_Student,Client_Marital_Status_D,Client_Marital_Status_M,Client_Marital_Status_S,Client_Marital_Status_W,Client_Gender_Female,Client_Gender_Male,Loan_Contract_Type_CL,Loan_Contract_Type_RL
0.1341991341991342,0,0,1,0,0.0,0.3776801774793141,0.5936351486802539,4,0,0.3333333333333333,0,0.35416666666666663,0.08571428571428572,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.5670995670995671,1,0,1,1,0.0,0.07183115481472599,0.2984463748747076,0,1,0.3333333333333333,0,0.375,0.3142857142857143,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4949494949494949,0,0,1,0,0.3333333333333333,0.3665997121957069,0.4769462078182425,1,0,0.3333333333333333,0,0.5208333333333333,0.39999999999999997,0,0,0,0,1,0,0,0,0,1,0,1,1,0
1.0,1,0,1,0,0.6666666666666666,0.8626693848183236,0.6178583361176078,4,0,1.0,0,0.20833333333333326,0.22857142857142856,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0.27849927849927847,0,1,1,1,0.3333333333333333,0.061638086101451016,0.08077180086869362,4,0,0.3333333333333333,0,0.35416666666666663,0.08571428571428572,0,0,0,0,1,0,0,0,0,1,1,0,1,0
0.35064935064935066,1,1,0,1,0.3333333333333333,0.26981652476316104,0.1821750751754093,0,1,0.6666666666666667,0,0.45833333333333326,0.6285714285714286,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0.7835497835497836,0,0,1,1,0.3333333333333333,0.4197145940760283,0.5858670230537921,0,0,0.3333333333333333,0,0.41666666666666663,0.17142857142857143,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0.42279942279942273,0,0,0,0,0.3333333333333333,0.9691000119918457,0.7757266956231207,0,0,0.6666666666666667,0,0.20833333333333326,0.02857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7835497835497836,0,0,0,1,0.0,0.15949154574889077,0.3145673237554293,4,0,0.0,0,0.14583333333333326,0.02857142857142857,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.6392496392496392,0,1,1,1,0.0,0.6390634368629332,0.8255930504510525,4,1,0.0,0,0.7708333333333333,0.02857142857142857,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.27849927849927847,0,0,1,1,0.3333333333333333,0.1679727785106128,0.3741229535583027,4,0,0.6666666666666667,0,0.27083333333333326,0.2857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.35064935064935066,1,1,1,0,0.3333333333333333,0.08993884158772036,0.12646174406949548,4,0,0.6666666666666667,0,0.29166666666666663,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0.42279942279942273,0,1,1,1,0.0,0.26981652476316104,0.5176244570664884,4,0,0.0,0,0.39583333333333326,0.2571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.20634920634920634,0,0,0,0,0.0,0.11991845545029381,0.3662712996992983,4,0,0.0,0,0.45833333333333326,0.19999999999999998,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.4949494949494949,0,0,0,0,0.0,0.8283367310229045,0.7308720347477446,4,0,0.3333333333333333,0,0.45833333333333326,0.4857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7835497835497836,1,0,1,0,0.0,0.22353699484350645,0.528149014366856,4,0,0.3333333333333333,0,0.5625,0.37142857142857144,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.42279942279942273,0,1,1,1,0.0,0.2972718551385058,0.8476445038422987,4,0,0.3333333333333333,0,0.6041666666666665,0.14285714285714285,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.4949494949494949,0,0,0,0,0.3333333333333333,0.4854568893152656,0.5919645840294019,0,0,0.3333333333333333,0,0.33333333333333326,0.02857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5382395382395382,1,0,1,0,0.0,0.7120757884638447,0.8377881724022719,4,0,0.3333333333333333,0,0.8541666666666665,0.4857142857142857,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.6392496392496392,1,0,0,0,0.0,0.5673492025422713,0.8402104911460073,4,0,0.3333333333333333,0,0.22916666666666663,0.05714285714285714,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.9278499278499277,1,0,1,1,0.0,0.8070512051804773,0.6031573671901103,4,0,0.3333333333333333,0,0.27083333333333326,0.39999999999999997,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.6103896103896104,0,0,1,1,0.0,0.8091587720350163,0.9499665887069829,4,0,0.0,0,0.7291666666666665,0.37142857142857144,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.7835497835497836,1,0,0,1,0.3333333333333333,0.2241995443098693,0.3062145005011694,4,0,0.3333333333333333,0,0.20833333333333326,0.08571428571428572,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.6392496392496392,0,0,0,1,0.0,0.2617400167885837,0.3767958569996659,4,0,0.3333333333333333,0,0.7291666666666665,0.5428571428571428,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.27849927849927847,0,0,1,1,0.3333333333333333,0.08993884158772036,0.12646174406949548,4,0,0.6666666666666667,1,0.5208333333333333,0.17142857142857143,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0.42279942279942273,1,0,0,1,0.0,0.10492864851900707,0.20197126628800532,0,0,0.3333333333333333,0,0.14583333333333326,0.02857142857142857,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.06204906204906205,1,0,1,1,0.0,0.07183115481472599,0.4234046107584363,4,0,0.3333333333333333,0,0.5833333333333333,0.42857142857142855,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4949494949494949,0,1,0,0,0.0,0.4197145940760283,0.4448713665218844,4,0,0.3333333333333333,0,0.3125,0.42857142857142855,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.9592929292929293,0,0,1,1,0.0,0.0599592277251469,0.08469762779819578,0,0,0.3333333333333333,0,0.08333333333333326,0.17142857142857143,1,0,0,0,0,0,0,1,0,0,0,1,0,1
0.30735930735930733,0,1,0,1,0.0,0.1374265499460367,0.27731373204142995,4,0,0.3333333333333333,0,0.47916666666666663,0.02857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.36507936507936506,0,0,1,1,0.0,0.5087540472478715,0.44604076177748075,4,0,0.3333333333333333,0,0.7708333333333333,0.6571428571428571,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.20634920634920634,1,0,0,1,0.0,0.029979613862573452,0.4234046107584363,0,0,0.3333333333333333,0,0.45833333333333326,0.17142857142857143,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6392496392496392,1,1,0,1,0.6666666666666666,0.8070512051804773,0.7880888740394253,4,0,1.0,0,0.41666666666666663,0.22857142857142856,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0.7113997113997114,0,0,0,1,0.3333333333333333,0.48768437462525477,0.730203808887404,4,1,0.3333333333333333,0,0.33333333333333326,0.3142857142857143,0,1,0,0,0,0,1,0,0,0,0,1,1,0
0.4949494949494949,1,0,0,1,0.0,0.6883319342846864,0.5469428666889409,4,0,0.3333333333333333,0,0.5625,0.19999999999999998,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4660894660894661,0,0,1,0,0.0,0.5696126633888956,0.4503007016371533,0,1,0.3333333333333333,0,0.7083333333333333,0.5142857142857142,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.3217893217893218,0,0,1,1,0.0,0.15949154574889077,0.25659873037086534,4,0,0.0,0,0.9583333333333333,0.17142857142857143,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.1341991341991342,1,1,1,1,0.3333333333333333,0.2398369109005876,0.24523889074507185,1,0,0.6666666666666667,0,0.10416666666666663,0.02857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6392496392496392,1,0,1,1,0.6666666666666666,0.30530339369228926,0.8718676912796525,4,0,1.0,0,0.45833333333333326,0.22857142857142856,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.27849927849927847,0,0,1,1,0.3333333333333333,0.3964504137186713,0.5372535917139993,0,0,0.6666666666666667,0,0.35416666666666663,0.2857142857142857,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.3795093795093795,0,0,1,1,0.0,0.11368269576687853,0.2715502839959907,4,0,0.0,0,0.41666666666666663,0.11428571428571428,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.27849927849927847,0,0,1,1,0.0,0.17839069432785706,0.21508519879719343,4,1,0.0,0,0.5,0.08571428571428572,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0.20634920634920634,0,0,0,1,0.0,0.5696126633888956,0.44787838289341797,0,1,0.3333333333333333,0,0.6875,0.05714285714285714,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6103896103896104,0,0,0,0,0.6666666666666666,0.7195107327017629,0.8465586368192448,1,1,0.3333333333333333,0,0.375,0.14285714285714285,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0.35064935064935066,1,0,0,1,0.0,0.11991845545029381,0.3724523889074507,0,0,0.3333333333333333,0,0.5625,0.02857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.36507936507936506,0,1,0,1,0.0,0.17388176040292602,0.21199465419311728,4,0,0.3333333333333333,0,0.5208333333333333,0.2857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7113997113997114,0,0,1,1,0.0,0.659551504976616,0.5235549615770131,4,0,0.3333333333333333,0,0.5833333333333333,0.05714285714285714,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.27849927849927847,0,1,1,0,0.0,0.20985729703801417,0.34296692281991314,4,1,0.0,0,0.3125,0.45714285714285713,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.6103896103896104,0,0,0,0,0.3333333333333333,0.24784746372466723,0.3817240227196792,4,0,0.6666666666666667,0,0.45833333333333326,0.3142857142857143,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5670995670995671,1,0,1,1,0.0,0.7940040772274854,0.6306381556966254,0,0,0.3333333333333333,0,0.625,0.11428571428571428,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.12698412698412698,0,0,0,0,0.6666666666666666,0.15949154574889077,0.30546274640828597,4,0,0.6666666666666667,0,0.3125,0.05714285714285714,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0.27849927849927847,0,1,0,0,0.0,0.6165007794699605,0.5404276645506181,4,0,0.0,0,0.16666666666666663,0.17142857142857143,1,0,0,0,0,0,0,0,1,0,1,0,1,0
0.4949494949494949,0,0,0,1,0.6666666666666666,0.20985729703801417,0.2935182091546943,0,0,1.0,0,0.5208333333333333,0.17142857142857143,1,0,0,0,0,0,0,1,0,0,0,1,0,1
0.6392496392496392,0,0,1,0,0.0,0.06589519126993645,0.4234046107584363,4,0,0.0,1,0.5416666666666666,0.05714285714285714,1,0,0,0,0,0,0,0,1,0,0,1,1,0
0.35064935064935066,1,0,1,1,0.0,0.26981652476316104,0.3512362178416304,0,0,0.0,0,0.5,0.02857142857142857,0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.42279942279942273,0,0,0,0,0.0,0.07494903465643363,0.17449047778149013,0,0,0.0,1,0.41666666666666663,0.11428571428571428,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.42279942279942273,0,0,0,1,0.0,0.8070512051804773,0.643668559973271,4,0,0.0,0,0.0625,0.02857142857142857,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.35064935064935066,1,1,1,1,0.0,0.17927809089818925,0.26461744069495485,0,0,0.3333333333333333,0,0.25,0.3142857142857143,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.5238095238095238,0,0,0,1,0.0,0.08370308190430509,0.17348813899097892,4,0,0.0,0,0.45833333333333326,0.08571428571428572,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0.17748917748917747,0,0,0,1,0.3333333333333333,0.3297757524883079,0.47360507851653855,4,0,0.3333333333333333,0,0.47916666666666663,0.6857142857142857,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.4949494949494949,1,0,1,1,0.0,0.26981652476316104,0.3770464416972936,4,1,0.3333333333333333,0,0.3125,0.2571428571428571,1,0,0,0,0,0,0,1,0,0,0,1,0,1
0.4372294372294372,0,0,1,0,0.0,0.7940040772274854,0.6330604744403608,4,0,0.3333333333333333,0,0.5416666666666666,0.2857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.14862914862914864,0,0,0,1,0.0,0.14390214654035258,0.23989308386234545,4,0,0.3333333333333333,0,0.6875,0.14285714285714285,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6248196248196248,0,0,0,1,0.3333333333333333,0.8317693968101691,0.6637988640160374,4,0,0.6666666666666667,0,0.35416666666666663,0.34285714285714286,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7835497835497836,0,0,1,1,0.3333333333333333,0.3173042331214774,0.3303541597059806,0,0,0.6666666666666667,0,0.16666666666666663,0.08571428571428572,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0.2352092352092352,0,0,0,0,0.3333333333333333,0.13490826238158055,0.14893083862345471,4,1,0.6666666666666667,0,0.29166666666666663,0.39999999999999997,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.4949494949494949,1,0,0,1,0.0,0.2976795778870368,0.3848145673237554,4,0,0.3333333333333333,0,0.375,0.05714285714285714,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.20634920634920634,0,0,0,1,0.3333333333333333,0.07183115481472599,0.267290344136318,4,1,0.6666666666666667,0,0.375,0.22857142857142856,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5382395382395382,0,0,1,0,0.3333333333333333,0.4197145940760283,0.4448713665218844,4,1,0.6666666666666667,0,0.1875,0.08571428571428572,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.7835497835497836,0,0,1,1,0.0,0.4764929847703561,0.559639158035416,1,0,0.3333333333333333,0,0.35416666666666663,0.45714285714285713,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.35064935064935066,1,0,1,1,0.3333333333333333,0.11991845545029381,0.39792849983294354,4,0,0.3333333333333333,1,0.22916666666666663,0.17142857142857143,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0.20634920634920634,0,0,1,0,0.0,0.5734020865811249,0.4052789842966923,0,1,0.3333333333333333,0,0.6458333333333333,0.08571428571428572,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.35064935064935066,0,0,1,0,0.0,0.3327677179517928,0.28783828934179756,4,1,0.3333333333333333,0,0.4375,0.5714285714285714,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5670995670995671,0,0,0,1,0.0,0.19115001798776832,0.29602405613097227,0,0,0.3333333333333333,0,0.45833333333333326,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,0,1,1,0
0.6392496392496392,1,0,1,1,0.0,0.36206379661829957,0.5195456064149682,4,0,0.3333333333333333,0,0.45833333333333326,0.11428571428571428,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.27849927849927847,0,1,1,1,0.3333333333333333,0.0599592277251469,0.23170731707317074,4,0,0.6666666666666667,0,0.39583333333333326,0.5428571428571428,0,0,0,0,1,0,0,1,0,0,1,0,1,0
